reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f96dbaa4-9eea-4de2-a292-b2bae1b5e12f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tiktok cukup ber arti buat saya,5,0,36.3.3,2024-09-12 02:08:20,,,36.3.3
3ec5d80e-8741-4b51-9ae9-538e286ef6f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiktok nya bagus,5,0,,2024-09-12 02:08:07,,,
a899e2e5-49f2-446f-b556-2fe7a99d4c7e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa ga bisa buka di website?,1,0,26.7.6,2024-09-12 02:07:18,,,26.7.6
66bd2d3e-bd77-4f3f-973c-7f4f16e31401,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa tiktok sy tiap hari pas mau dibuka cuma muncul logony aja,harus didouwlod ulang",1,0,36.4.4,2024-09-12 02:06:43,,,36.4.4
587dc867-34c7-4889-8457-61acdee21cd5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baik,5,0,,2024-09-12 02:06:02,,,
cbb80d70-1e54-4487-b197-1e3cdfbd9cda,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Donlot tiktok,5,0,,2024-09-12 02:05:07,,,
ed58ea17-1865-494e-adca-d22d3d96bbe2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Banyak kalian tik tok nya aku kan banyak follownya mendapet iPhone,5,0,36.3.3,2024-09-12 02:04:39,,,36.3.3
271b30f6-960c-4af3-b88c-9a5fbe7e6283,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kontl,5,0,36.0.4,2024-09-12 02:02:58,,,36.0.4
2f712aca-96fb-4822-90b8-f1db80d9f8a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It just breaks my cellphone, darling",1,0,36.3.3,2024-09-12 02:02:36,,,36.3.3
f12303eb-609d-4b05-9a23-ced2c145a6b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍,5,0,,2024-09-12 02:01:44,,,
